Time	TH	ErrTH	H	Prob[Metastasis--Apoptosis--CellCycleArrest]	ErrProb[Metastasis--Apoptosis--CellCycleArrest]	Prob[Migration--EMT--Invasion--Apoptosis--CellCycleArrest]	ErrProb[Migration--EMT--Invasion--Apoptosis--CellCycleArrest]	Prob[Migration--Metastasis--EMT--Invasion--CellCycleArrest]	ErrProb[Migration--Metastasis--EMT--Invasion--CellCycleArrest]	Prob[Metastasis--Invasion]	ErrProb[Metastasis--Invasion]	Prob[Migration--EMT--Apoptosis]	ErrProb[Migration--EMT--Apoptosis]	Prob[Migration--Apoptosis--CellCycleArrest]	ErrProb[Migration--Apoptosis--CellCycleArrest]	Prob[Metastasis--EMT]	ErrProb[Metastasis--EMT]	Prob[Migration--Metastasis]	ErrProb[Migration--Metastasis]	Prob[EMT--CellCycleArrest]	ErrProb[EMT--CellCycleArrest]	Prob[Apoptosis--CellCycleArrest]	ErrProb[Apoptosis--CellCycleArrest]	Prob[EMT--Apoptosis]	ErrProb[EMT--Apoptosis]	Prob[Metastasis--EMT--Apoptosis--CellCycleArrest]	ErrProb[Metastasis--EMT--Apoptosis--CellCycleArrest]	Prob[EMT]	ErrProb[EMT]	Prob[Migration--Metastasis--EMT--Apoptosis]	ErrProb[Migration--Metastasis--EMT--Apoptosis]	Prob[Metastasis--EMT--Invasion]	ErrProb[Metastasis--EMT--Invasion]	Prob[<nil>]	ErrProb[<nil>]	Prob[Metastasis--Apoptosis]	ErrProb[Metastasis--Apoptosis]	Prob[EMT--Invasion]	ErrProb[EMT--Invasion]	Prob[Metastasis--EMT--Apoptosis]	ErrProb[Metastasis--EMT--Apoptosis]	Prob[Migration--Metastasis--EMT--Invasion--Apoptosis--CellCycleArrest]	ErrProb[Migration--Metastasis--EMT--Invasion--Apoptosis--CellCycleArrest]	Prob[Migration--Apoptosis]	ErrProb[Migration--Apoptosis]	Prob[Migration--Metastasis--EMT--CellCycleArrest]	ErrProb[Migration--Metastasis--EMT--CellCycleArrest]	Prob[Migration--Metastasis--Invasion]	ErrProb[Migration--Metastasis--Invasion]	Prob[EMT--Apoptosis--CellCycleArrest]	ErrProb[EMT--Apoptosis--CellCycleArrest]	Prob[Metastasis--Invasion--Apoptosis]	ErrProb[Metastasis--Invasion--Apoptosis]	Prob[Migration--Metastasis--Apoptosis--CellCycleArrest]	ErrProb[Migration--Metastasis--Apoptosis--CellCycleArrest]	Prob[Metastasis--Invasion--Apoptosis--CellCycleArrest]	ErrProb[Metastasis--Invasion--Apoptosis--CellCycleArrest]	Prob[Metastasis--EMT--Invasion--Apoptosis--CellCycleArrest]	ErrProb[Metastasis--EMT--Invasion--Apoptosis--CellCycleArrest]	Prob[Migration--Metastasis--Invasion--Apoptosis]	ErrProb[Migration--Metastasis--Invasion--Apoptosis]	Prob[EMT--Invasion--Apoptosis]	ErrProb[EMT--Invasion--Apoptosis]	Prob[Invasion--Apoptosis--CellCycleArrest]	ErrProb[Invasion--Apoptosis--CellCycleArrest]	Prob[Migration--EMT--Apoptosis--CellCycleArrest]	ErrProb[Migration--EMT--Apoptosis--CellCycleArrest]	Prob[Migration]	ErrProb[Migration]	Prob[Migration--EMT]	ErrProb[Migration--EMT]	Prob[EMT--Invasion--CellCycleArrest]	ErrProb[EMT--Invasion--CellCycleArrest]	Prob[Migration--Metastasis--Invasion--CellCycleArrest]	ErrProb[Migration--Metastasis--Invasion--CellCycleArrest]	Prob[Metastasis--EMT--Invasion--Apoptosis]	ErrProb[Metastasis--EMT--Invasion--Apoptosis]	Prob[Migration--EMT--Invasion--CellCycleArrest]	ErrProb[Migration--EMT--Invasion--CellCycleArrest]	Prob[Migration--EMT--Invasion]	ErrProb[Migration--EMT--Invasion]	Prob[Metastasis]	ErrProb[Metastasis]	Prob[Invasion--Apoptosis]	ErrProb[Invasion--Apoptosis]	Prob[Apoptosis]	ErrProb[Apoptosis]	Prob[EMT--Invasion--Apoptosis--CellCycleArrest]	ErrProb[EMT--Invasion--Apoptosis--CellCycleArrest]	Prob[Migration--Metastasis--Invasion--Apoptosis--CellCycleArrest]	ErrProb[Migration--Metastasis--Invasion--Apoptosis--CellCycleArrest]	Prob[Invasion]	ErrProb[Invasion]	Prob[Migration--EMT--Invasion--Apoptosis]	ErrProb[Migration--EMT--Invasion--Apoptosis]	Prob[Metastasis--EMT--CellCycleArrest]	ErrProb[Metastasis--EMT--CellCycleArrest]	Prob[Metastasis--CellCycleArrest]	ErrProb[Metastasis--CellCycleArrest]	Prob[Migration--Metastasis--CellCycleArrest]	ErrProb[Migration--Metastasis--CellCycleArrest]	Prob[Migration--Metastasis--Apoptosis]	ErrProb[Migration--Metastasis--Apoptosis]	Prob[Migration--CellCycleArrest]	ErrProb[Migration--CellCycleArrest]	Prob[Migration--Invasion--Apoptosis--CellCycleArrest]	ErrProb[Migration--Invasion--Apoptosis--CellCycleArrest]	Prob[Migration--Invasion--Apoptosis]	ErrProb[Migration--Invasion--Apoptosis]	Prob[Migration--Invasion]	ErrProb[Migration--Invasion]	Prob[Migration--Invasion--CellCycleArrest]	ErrProb[Migration--Invasion--CellCycleArrest]	Prob[Invasion--CellCycleArrest]	ErrProb[Invasion--CellCycleArrest]	Prob[CellCycleArrest]	ErrProb[CellCycleArrest]	Prob[Metastasis--Invasion--CellCycleArrest]	ErrProb[Metastasis--Invasion--CellCycleArrest]	Prob[Migration--Metastasis--EMT--Invasion]	ErrProb[Migration--Metastasis--EMT--Invasion]	Prob[Migration--Metastasis--EMT--Apoptosis--CellCycleArrest]	ErrProb[Migration--Metastasis--EMT--Apoptosis--CellCycleArrest]	Prob[Migration--Metastasis--EMT--Invasion--Apoptosis]	ErrProb[Migration--Metastasis--EMT--Invasion--Apoptosis]	Prob[Migration--EMT--CellCycleArrest]	ErrProb[Migration--EMT--CellCycleArrest]	Prob[Migration--Metastasis--EMT]	ErrProb[Migration--Metastasis--EMT]	Prob[Metastasis--EMT--Invasion--CellCycleArrest]	ErrProb[Metastasis--EMT--Invasion--CellCycleArrest]	
9.4000	0.0171	0.0006	2.7574	0.000180	0.000060	0	0	0.243977	0.001918	0.000020	0.000020	0	0	0	0	0.000036	0.000026	0	0	0.191026	0.001756	0.261515	0.001963	0.000118	0.000047	0	0	0.010669	0.000454	0	0	0.000040	0.000028	0.133958	0.001521	0	0	0.008938	0.000416	0	0	0	0	0	0	0.002493	0.000220	0	0	0.000670	0.000114	0	0	0.000020	0.000020	0	0	0	0	0	0	0.000100	0.000045	0.000410	0.000089	0	0	0	0	0.000046	0.000029	0.031269	0.000770	0.000008	0.000008	0	0	0.029687	0.000748	0.000843	0.000125	0.000100	0.000045	0.000172	0.000056	0.002576	0.000223	0.000155	0.000055	0	0	0.006992	0.000368	0	0	0.003250	0.000252	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008587	0.000407	0.060814	0.001062	0.000032	0.000023	0.001123	0.000147	0	0	0	0	0.000111	0.000046	0.000044	0.000029	0	0	
9.5000	0.0167	0.0006	2.7399	0.000167	0.000057	0	0	0.247075	0.001926	0.000020	0.000020	0	0	0	0	0.000046	0.000029	0	0	0.191271	0.001757	0.263452	0.001968	0.000108	0.000043	0	0	0.010264	0.000446	0	0	0.000040	0.000028	0.133923	0.001521	0	0	0.008815	0.000414	0	0	0	0	0	0	0.002500	0.000221	0	0	0.000614	0.000109	0	0	0.000020	0.000020	0	0	0	0	0	0	0.000088	0.000041	0.000438	0.000092	0	0	0	0	0.000040	0.000028	0.030379	0.000759	0	0	0	0	0.028824	0.000736	0.000775	0.000121	0.000097	0.000043	0.000165	0.000056	0.002570	0.000223	0.000101	0.000042	0	0	0.006747	0.000362	0	0	0.003147	0.000248	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008416	0.000404	0.058628	0.001044	0.000040	0.000028	0.001090	0.000145	0	0	0	0	0.000087	0.000040	0.000026	0.000017	0.000007	0.000006	
9.6000	0.0161	0.0006	2.7229	0.000145	0.000053	0	0	0.249693	0.001934	0.000032	0.000023	0	0	0	0	0.000060	0.000035	0	0	0.191379	0.001757	0.265509	0.001973	0.000081	0.000040	0	0	0.009929	0.000438	0	0	0.000034	0.000024	0.134027	0.001521	0	0	0.008664	0.000411	0	0	0	0	0	0	0.002377	0.000213	0.000019	0.000019	0.000503	0.000098	0	0	0.000020	0.000020	0	0	0	0	0	0	0.000067	0.000035	0.000374	0.000085	0	0	0	0	0.000025	0.000021	0.029308	0.000745	0	0	0	0	0.028408	0.000733	0.000718	0.000119	0.000062	0.000035	0.000157	0.000054	0.002564	0.000224	0.000071	0.000033	0	0	0.006687	0.000359	0	0	0.003078	0.000243	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008320	0.000400	0.056445	0.001025	0.000028	0.000021	0.001040	0.000143	0	0	0	0	0.000102	0.000044	0.000035	0.000025	0.000020	0.000020	
9.7000	0.0153	0.0006	2.7046	0.000127	0.000049	0	0	0.252297	0.001940	0.000040	0.000028	0	0	0	0	0.000060	0.000035	0	0	0.191513	0.001757	0.267309	0.001977	0.000083	0.000040	0	0	0.009592	0.000430	0	0	0.000020	0.000020	0.134180	0.001522	0	0	0.008813	0.000413	0	0	0	0	0	0	0.002164	0.000205	0.000020	0.000020	0.000500	0.000098	0	0	0.000020	0.000020	0	0	0	0	0	0	0.000030	0.000022	0.000306	0.000075	0	0	0	0	0.000028	0.000021	0.028433	0.000733	0	0	0	0	0.028049	0.000726	0.000632	0.000109	0.000060	0.000035	0.000140	0.000053	0.002465	0.000219	0.000060	0.000035	0	0	0.006221	0.000347	0.000010	0.000010	0.003107	0.000246	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0.000007	0.000007	0	0	0.007873	0.000390	0.054709	0.001011	0.000020	0.000020	0.000967	0.000137	0	0	0	0	0.000079	0.000037	0.000040	0.000028	0.000007	0.000007	
9.8000	0.0153	0.0006	2.6862	0.000120	0.000049	0	0	0.254993	0.001947	0.000040	0.000028	0	0	0	0	0.000060	0.000035	0	0	0.191973	0.001760	0.268860	0.001981	0.000085	0.000040	0	0	0.008997	0.000418	0	0	0.000020	0.000020	0.134414	0.001523	0	0	0.008850	0.000415	0	0	0	0	0	0	0.002105	0.000203	0.000020	0.000020	0.000448	0.000093	0	0	0.000020	0.000020	0	0	0	0	0	0	0.000020	0.000020	0.000236	0.000066	0	0	0	0	0.000023	0.000020	0.027332	0.000721	0	0	0	0	0.027707	0.000723	0.000539	0.000100	0.000060	0.000035	0.000140	0.000053	0.002311	0.000211	0.000046	0.000029	0	0	0.006169	0.000345	0.000020	0.000020	0.002950	0.000240	0.000010	0.000010	0	0	0	0	0	0	0	0	0	0	0.000020	0.000020	0	0	0.007456	0.000379	0.052874	0.000994	0.000020	0.000020	0.000956	0.000137	0	0	0	0	0.000058	0.000030	0.000047	0.000029	0	0	
9.9000	0.0151	0.0006	2.6699	0.000111	0.000046	0	0	0.257629	0.001954	0.000056	0.000033	0	0	0	0	0.000060	0.000035	0	0	0.192007	0.001760	0.270691	0.001985	0.000122	0.000048	0	0	0.008826	0.000414	0	0	0.000020	0.000020	0.134449	0.001524	0	0	0.008778	0.000412	0	0	0	0	0	0	0.002054	0.000200	0.000020	0.000020	0.000389	0.000086	0	0	0.000020	0.000020	0	0	0	0	0	0	0.000020	0.000020	0.000216	0.000063	0	0	0	0	0.000020	0.000020	0.026754	0.000713	0	0	0	0	0.026955	0.000714	0.000513	0.000099	0.000044	0.000029	0.000112	0.000046	0.002121	0.000202	0.000040	0.000028	0	0	0.006146	0.000344	0.000020	0.000020	0.002797	0.000233	0	0	0	0	0	0	0	0	0	0	0	0	0.000020	0.000020	0	0	0.007044	0.000368	0.050853	0.000976	0.000020	0.000020	0.000954	0.000137	0	0	0	0	0.000045	0.000029	0.000074	0.000037	0	0	
10.0000	0.0149	0.0005	2.6553	0.000100	0.000045	0	0	0.260381	0.001960	0.000047	0.000029	0	0	0	0	0.000060	0.000035	0.000018	0.000018	0.192126	0.001760	0.272110	0.001989	0.000100	0.000045	0	0	0.008668	0.000410	0	0	0.000058	0.000033	0.134357	0.001523	0	0	0.008555	0.000408	0	0	0	0	0	0	0.001960	0.000196	0.000020	0.000020	0.000422	0.000091	0	0	0.000020	0.000020	0	0	0	0	0	0	0.000020	0.000020	0.000218	0.000066	0	0	0	0	0.000003	0.000003	0.026107	0.000705	0.000011	0.000009	0	0	0.026049	0.000701	0.000489	0.000094	0.000053	0.000031	0.000087	0.000041	0.002025	0.000198	0.000040	0.000028	0	0	0.006250	0.000348	0.000020	0.000020	0.002676	0.000227	0	0	0	0	0	0	0	0	0	0	0	0	0.000020	0.000020	0	0	0.006671	0.000358	0.049193	0.000960	0.000020	0.000020	0.000930	0.000135	0	0	0	0	0.000077	0.000037	0.000039	0.000026	0.000001	0.000001	
10.1000	0.0147	0.0005	2.6418	0.000100	0.000045	0	0	0.262979	0.001967	0.000040	0.000028	0	0	0	0	0.000077	0.000038	0.000020	0.000020	0.192261	0.001761	0.273336	0.001991	0.000107	0.000045	0	0	0.008496	0.000406	0	0	0.000078	0.000039	0.134489	0.001523	0	0	0.008197	0.000399	0	0	0	0	0	0	0.001826	0.000188	0.000020	0.000020	0.000448	0.000094	0	0	0.000020	0.000020	0	0	0	0	0	0	0.000020	0.000020	0.000206	0.000064	0	0	0	0	0	0	0.025127	0.000692	0.000060	0.000035	0	0	0.025360	0.000692	0.000532	0.000098	0.000052	0.000031	0.000080	0.000040	0.001919	0.000192	0.000040	0.000028	0	0	0.006183	0.000347	0.000020	0.000020	0.002648	0.000226	0	0	0	0	0	0	0	0	0	0	0	0	0.000020	0.000020	0	0	0.006618	0.000357	0.047623	0.000945	0.000020	0.000020	0.000845	0.000127	0	0	0	0	0.000093	0.000042	0.000025	0.000021	0.000016	0.000016	
10.2000	0.0139	0.0005	2.6257	0.000100	0.000045	0	0	0.265379	0.001972	0.000040	0.000028	0	0	0	0	0.000081	0.000040	0.000020	0.000020	0.192569	0.001762	0.274612	0.001995	0.000124	0.000048	0	0	0.008065	0.000395	0	0	0.000046	0.000029	0.134787	0.001525	0	0	0.007924	0.000392	0	0	0	0	0	0	0.001707	0.000184	0.000031	0.000023	0.000410	0.000086	0	0	0.000020	0.000020	0	0	0	0	0	0	0.000020	0.000020	0.000200	0.000063	0	0	0	0	0	0	0.024220	0.000679	0.000049	0.000030	0	0	0.024866	0.000686	0.000548	0.000103	0.000059	0.000034	0.000080	0.000040	0.001820	0.000187	0.000040	0.000028	0	0	0.006054	0.000342	0.000020	0.000020	0.002543	0.000223	0	0	0	0	0	0	0	0	0	0	0	0	0.000020	0.000020	0	0	0.006506	0.000354	0.046100	0.000932	0.000020	0.000020	0.000799	0.000125	0	0	0	0	0.000087	0.000041	0.000020	0.000020	0.000014	0.000014	
10.3000	0.0139	0.0005	2.6096	0.000100	0.000045	0	0	0.268072	0.001979	0.000040	0.000028	0	0	0	0	0.000081	0.000040	0.000020	0.000020	0.192615	0.001762	0.275991	0.001998	0.000133	0.000051	0	0	0.007865	0.000391	0	0	0.000040	0.000028	0.134774	0.001525	0	0	0.007680	0.000387	0	0	0	0	0	0	0.001635	0.000178	0.000040	0.000028	0.000395	0.000088	0	0	0.000020	0.000020	0	0	0	0	0	0	0.000020	0.000020	0.000173	0.000056	0	0	0	0	0	0	0.023569	0.000670	0.000040	0.000028	0	0	0.024077	0.000674	0.000592	0.000107	0.000060	0.000035	0.000066	0.000035	0.001640	0.000178	0.000040	0.000028	0	0	0.005887	0.000339	0.000020	0.000020	0.002412	0.000217	0	0	0	0	0	0	0	0	0	0	0	0	0.000020	0.000020	0	0	0.006252	0.000346	0.044700	0.000917	0.000008	0.000008	0.000768	0.000122	0	0	0	0	0.000104	0.000044	0.000019	0.000019	0.000032	0.000023	
10.4000	0.0135	0.0005	2.5937	0.000100	0.000045	0	0	0.270691	0.001985	0.000028	0.000022	0	0	0	0	0.000087	0.000041	0.000032	0.000023	0.192550	0.001762	0.277200	0.002000	0.000119	0.000046	0	0	0.007667	0.000386	0	0	0.000042	0.000028	0.135083	0.001527	0	0	0.007270	0.000376	0	0	0	0	0	0	0.001605	0.000175	0.000028	0.000022	0.000398	0.000086	0	0	0.000020	0.000020	0	0	0	0	0	0	0.000022	0.000016	0.000215	0.000065	0	0	0	0	0	0	0.023177	0.000663	0.000040	0.000028	0	0	0.023230	0.000662	0.000539	0.000101	0.000060	0.000035	0.000029	0.000021	0.001586	0.000175	0.000040	0.000028	0	0	0.005630	0.000330	0.000020	0.000020	0.002385	0.000215	0	0	0	0	0	0	0	0	0	0	0	0	0.000020	0.000020	0	0	0.005967	0.000340	0.043220	0.000903	0	0	0.000736	0.000119	0	0	0	0	0.000120	0.000049	0	0	0.000045	0.000028	
10.5000	0.0133	0.0005	2.5780	0.000088	0.000041	0	0	0.273342	0.001991	0.000021	0.000020	0	0	0	0	0.000080	0.000040	0.000040	0.000028	0.192612	0.001762	0.278462	0.002003	0.000103	0.000045	0	0	0.007455	0.000380	0	0	0.000055	0.000032	0.135114	0.001527	0	0	0.006774	0.000361	0	0	0	0	0	0	0.001576	0.000174	0.000021	0.000020	0.000415	0.000089	0	0	0.000020	0.000020	0	0	0	0	0	0	0.000017	0.000017	0.000213	0.000065	0	0	0	0	0	0	0.022764	0.000660	0.000040	0.000028	0	0	0.022338	0.000651	0.000549	0.000099	0.000060	0.000035	0.000034	0.000024	0.001516	0.000172	0.000040	0.000028	0	0	0.005498	0.000326	0.000020	0.000020	0.002300	0.000212	0	0	0	0	0	0	0	0	0	0	0	0	0.000018	0.000018	0	0	0.005901	0.000338	0.041688	0.000889	0	0	0.000680	0.000114	0	0	0	0	0.000106	0.000045	0	0	0.000040	0.000028	
10.6000	0.0128	0.0005	2.5650	0.000080	0.000040	0.000008	0.000008	0.275264	0.001996	0.000040	0.000028	0	0	0	0	0.000082	0.000038	0.000040	0.000028	0.192673	0.001762	0.279753	0.002006	0.000080	0.000040	0	0	0.007092	0.000371	0	0	0.000040	0.000028	0.135127	0.001527	0	0	0.006551	0.000356	0	0	0	0	0	0	0.001605	0.000177	0.000020	0.000020	0.000391	0.000085	0	0	0.000020	0.000020	0	0	0	0	0	0	0.000020	0.000020	0.000196	0.000062	0	0	0	0	0	0	0.022194	0.000651	0.000058	0.000033	0	0	0.021846	0.000645	0.000468	0.000092	0.000054	0.000030	0.000028	0.000021	0.001449	0.000168	0.000053	0.000031	0	0	0.005429	0.000324	0.000012	0.000012	0.002246	0.000209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005913	0.000338	0.040324	0.000874	0	0	0.000714	0.000115	0	0	0	0	0.000090	0.000040	0	0	0.000040	0.000028	
10.7000	0.0127	0.0005	2.5515	0.000064	0.000035	0.000020	0.000020	0.277318	0.002000	0.000032	0.000023	0	0	0	0	0.000048	0.000028	0.000040	0.000028	0.192895	0.001763	0.281037	0.002009	0.000065	0.000035	0	0	0.006973	0.000368	0	0	0.000057	0.000030	0.134879	0.001526	0	0	0.006283	0.000349	0	0	0	0	0	0	0.001548	0.000173	0.000020	0.000020	0.000330	0.000080	0	0	0.000020	0.000020	0	0	0	0	0	0	0.000022	0.000017	0.000160	0.000057	0	0	0	0	0.000003	0.000003	0.021673	0.000645	0.000040	0.000028	0	0	0.021147	0.000635	0.000419	0.000089	0.000060	0.000035	0.000025	0.000021	0.001389	0.000164	0.000073	0.000037	0	0	0.005351	0.000323	0	0	0.002223	0.000207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000020	0.000020	0.005834	0.000336	0.039058	0.000861	0.000010	0.000010	0.000732	0.000120	0	0	0	0	0.000081	0.000040	0	0	0.000052	0.000031	
10.8000	0.0123	0.0005	2.5397	0.000060	0.000035	0.000020	0.000020	0.279399	0.002005	0.000011	0.000011	0	0	0	0	0.000037	0.000026	0.000028	0.000021	0.192990	0.001763	0.282234	0.002012	0.000060	0.000035	0	0	0.006899	0.000366	0	0	0.000069	0.000036	0.134676	0.001525	0	0	0.006136	0.000345	0	0	0	0	0	0	0.001597	0.000176	0.000039	0.000027	0.000292	0.000075	0	0	0.000020	0.000020	0	0	0	0	0	0	0.000020	0.000020	0.000151	0.000054	0	0	0	0	0.000007	0.000007	0.021015	0.000633	0.000040	0.000028	0	0	0.020440	0.000623	0.000479	0.000095	0.000058	0.000031	0.000032	0.000023	0.001412	0.000166	0.000077	0.000039	0	0	0.005110	0.000313	0	0	0.002162	0.000206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000020	0.000020	0.005701	0.000331	0.037815	0.000847	0	0	0.000703	0.000117	0	0	0	0	0.000131	0.000048	0	0	0.000060	0.000035	
10.9000	0.0116	0.0005	2.5271	0.000060	0.000035	0.000020	0.000020	0.281573	0.002010	0	0	0	0	0	0	0.000014	0.000014	0.000020	0.000020	0.192933	0.001763	0.283365	0.002014	0.000051	0.000030	0	0	0.006724	0.000361	0	0	0.000064	0.000035	0.134548	0.001524	0	0	0.006005	0.000340	0	0	0	0	0	0	0.001525	0.000172	0.000040	0.000028	0.000274	0.000073	0	0	0.000020	0.000020	0	0	0	0	0	0	0.000007	0.000007	0.000159	0.000056	0	0	0	0	0	0	0.020541	0.000627	0.000040	0.000028	0	0	0.019760	0.000613	0.000471	0.000094	0.000086	0.000040	0.000040	0.000028	0.001439	0.000167	0.000068	0.000036	0	0	0.004836	0.000305	0	0	0.002175	0.000206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000020	0.000020	0.005755	0.000332	0.036482	0.000833	0	0	0.000667	0.000114	0	0	0	0	0.000160	0.000057	0	0	0.000057	0.000033	
11.0000	0.0114	0.0005	2.5139	0.000054	0.000031	0.000020	0.000020	0.283416	0.002014	0.000011	0.000011	0	0	0	0	0	0	0.000003	0.000003	0.193207	0.001764	0.284470	0.002017	0.000040	0.000028	0	0	0.006327	0.000349	0	0	0.000069	0.000036	0.134579	0.001525	0	0	0.005936	0.000340	0	0	0	0	0	0	0.001435	0.000168	0.000029	0.000022	0.000254	0.000069	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0.000146	0.000053	0	0	0	0	0	0	0.019972	0.000618	0.000040	0.000028	0	0	0.019484	0.000608	0.000487	0.000095	0.000104	0.000044	0.000026	0.000021	0.001426	0.000166	0.000102	0.000043	0	0	0.004647	0.000300	0	0	0.002116	0.000202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000020	0.000020	0.005575	0.000328	0.035078	0.000818	0	0	0.000647	0.000111	0	0	0	0	0.000188	0.000061	0	0	0.000075	0.000038	
11.1000	0.0113	0.0005	2.5020	0.000021	0.000020	0.000020	0.000020	0.285243	0.002017	0.000003	0.000003	0	0	0	0	0	0	0	0	0.193323	0.001765	0.285551	0.002019	0.000040	0.000028	0	0	0.006242	0.000348	0	0	0.000078	0.000038	0.134536	0.001524	0	0	0.005842	0.000338	0	0	0	0	0	0	0.001416	0.000166	0.000020	0.000020	0.000263	0.000070	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0.000148	0.000053	0	0	0	0	0	0	0.019156	0.000606	0.000040	0.000028	0	0	0.019279	0.000605	0.000532	0.000102	0.000117	0.000048	0.000028	0.000021	0.001354	0.000163	0.000080	0.000040	0	0	0.004629	0.000300	0	0	0.001949	0.000195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000020	0.000020	0.005466	0.000325	0.033666	0.000801	0	0	0.000638	0.000113	0	0	0	0	0.000200	0.000063	0	0	0.000080	0.000040	
11.2000	0.0110	0.0005	2.4891	0.000020	0.000020	0.000020	0.000020	0.287082	0.002022	0	0	0	0	0	0	0.000018	0.000018	0	0	0.193512	0.001765	0.286544	0.002021	0.000058	0.000033	0	0	0.005960	0.000340	0	0	0.000062	0.000035	0.134565	0.001525	0	0	0.005668	0.000333	0	0	0	0	0	0	0.001386	0.000163	0.000024	0.000020	0.000260	0.000072	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0.000122	0.000049	0	0	0	0	0	0	0.018767	0.000600	0.000036	0.000026	0	0	0.018717	0.000598	0.000533	0.000101	0.000120	0.000049	0.000040	0.000028	0.001253	0.000157	0.000080	0.000040	0	0	0.004450	0.000295	0	0	0.001914	0.000191	0.000005	0.000005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005551	0.000328	0.032374	0.000786	0	0	0.000602	0.000109	0	0	0	0	0.000166	0.000057	0	0	0.000076	0.000038	
11.3000	0.0105	0.0005	2.4776	0.000020	0.000020	0.000020	0.000020	0.288731	0.002025	0	0	0	0	0	0	0.000026	0.000021	0	0	0.193828	0.001766	0.287368	0.002023	0.000058	0.000034	0	0	0.005666	0.000331	0	0	0.000054	0.000031	0.134463	0.001524	0	0	0.005507	0.000327	0	0	0	0	0	0	0.001302	0.000159	0.000040	0.000028	0.000258	0.000069	0	0	0.000020	0.000020	0	0	0	0	0	0	0.000012	0.000012	0.000153	0.000055	0	0	0	0	0	0	0.018567	0.000597	0.000020	0.000020	0	0	0.018255	0.000592	0.000477	0.000094	0.000120	0.000049	0.000015	0.000011	0.001220	0.000153	0.000073	0.000037	0	0	0.004331	0.000289	0	0	0.001880	0.000192	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005626	0.000329	0.031104	0.000771	0	0	0.000562	0.000105	0	0	0	0	0.000153	0.000054	0	0	0.000052	0.000031	
11.4000	0.0102	0.0005	2.4683	0.000014	0.000014	0.000020	0.000020	0.290117	0.002028	0	0	0	0	0	0	0.000040	0.000028	0	0	0.193772	0.001766	0.288261	0.002025	0.000040	0.000028	0	0	0.005701	0.000332	0	0	0.000040	0.000028	0.134345	0.001523	0	0	0.005217	0.000318	0	0	0	0	0	0	0.001266	0.000157	0.000040	0.000028	0.000271	0.000073	0	0	0.000020	0.000020	0	0	0	0	0	0	0.000020	0.000020	0.000170	0.000057	0	0	0	0	0	0	0.018223	0.000592	0.000020	0.000020	0	0	0.018129	0.000588	0.000459	0.000093	0.000120	0.000049	0.000011	0.000011	0.001196	0.000152	0.000060	0.000035	0	0	0.004311	0.000288	0	0	0.001901	0.000193	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005342	0.000322	0.030101	0.000759	0	0	0.000592	0.000106	0	0	0	0	0.000120	0.000049	0	0	0.000040	0.000028	
11.5000	0.0098	0.0004	2.4559	0	0	0.000020	0.000020	0.291787	0.002032	0	0	0	0	0	0	0.000040	0.000028	0	0	0.194139	0.001768	0.289203	0.002026	0.000040	0.000028	0	0	0.005659	0.000332	0	0	0.000040	0.000028	0.134437	0.001524	0	0	0.005032	0.000313	0	0	0	0	0	0	0.001241	0.000155	0.000007	0.000006	0.000275	0.000074	0	0	0.000020	0.000020	0	0	0	0	0	0	0.000020	0.000020	0.000191	0.000061	0	0	0	0	0	0	0.017489	0.000579	0.000038	0.000027	0	0	0.017732	0.000583	0.000433	0.000091	0.000101	0.000045	0.000040	0.000028	0.001129	0.000147	0.000075	0.000038	0	0	0.004293	0.000288	0	0	0.001781	0.000186	0.000016	0.000016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005269	0.000319	0.028697	0.000741	0	0	0.000601	0.000108	0	0	0	0	0.000106	0.000044	0.000008	0.000008	0.000040	0.000028	
